,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Date,Description,Amount,Extended Details,Appears On Your Statement As,Address,City/State,Zip Code,Country,Reference,Category
11/10/2025,HEROKU* OCT-10888010SAN FRANCISCO       CA,5.00,"CH_3SRZJ0LZ +18006676389
HEROKU* OCT-108880101
SAN FRANCISCO
CA
+18006676389",HEROKU* OCT-10888010SAN FRANCISCO       CA,"3RD FLOOR
415 MISSION STREET","SAN FRANCISCO
CA",94105,UNITED STATES,320253140479104345,Other-Miscellaneous
11/10/2025,WALMART.COM         WALMART.COM         AR,-4.94,"WLFWM4ED5XI 800-925-6278
WALMART.COM
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-925-6278",WALMART.COM         WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320253140482272642,Merchandise & Supplies-Internet Purchase
11/10/2025,WALMART.COM         WALMART.COM         AR,-4.34,"WG5PT7NN772 800-925-6278
WALMART.COM
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-925-6278",WALMART.COM         WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320253140482291662,Merchandise & Supplies-Internet Purchase
11/10/2025,WALMART.COM         WALMART.COM         AR,-3.83,"WOAFXN3W5XV 800-925-6278
WALMART.COM
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-925-6278",WALMART.COM         WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320253140482312842,Merchandise & Supplies-Internet Purchase
11/10/2025,WALMART.COM         WALMART.COM         AR,49.22,"WD67V2OL3D6 800-925-6278
WALMART.COM
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-925-6278",WALMART.COM         WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320253140481757367,Merchandise & Supplies-Internet Purchase
11/09/2025,GAPOUTLET.COM       800-427-7895        CA,62.79,"1YDMG26     CLOTHING
GAPOUTLET.COM
800-427-7895
CA
CLOTHING",GAPOUTLET.COM       800-427-7895        CA,2121 SOUTH PRICE RD,"CHANDLER
AZ",85248,UNITED STATES,320253140480160615,Merchandise & Supplies-Internet Purchase
11/08/2025,WALMART.COM 80092562BENTONVILLE         AR,86.98,"W4MLTKF23I0 8009256278
WALMART.COM 8009256278 09920
BENTONVILLE
AR
Description : REFER TO RECEIPT Price : 0.00
8009256278",WALMART.COM 80092562BENTONVILLE         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320253120421122755,Merchandise & Supplies-Internet Purchase
11/06/2025,ANTHROPIC           SAN FRANCISCO       CA,5.33,"CH_3SQZ6QAC +14152360599
ANTHROPIC
SAN FRANCISCO
CA
+14152360599",ANTHROPIC           SAN FRANCISCO       CA,731 SANSOME ST,"SAN FRANCISCO
CA",94111,UNITED STATES,320253100362639622,Merchandise & Supplies-Computer Supplies
11/06/2025,AplPay MOCHAS & JAVASan Marcos          TX,17.26,"Z0mlAjTbUu9 squareup.com/receipts
AplPay MOCHAS & JAVAS
San Marcos
TX
squareup.com/receipts",AplPay MOCHAS & JAVASan Marcos          TX,"700 NORTH LBJ DR
SUITE 100","SAN MARCOS
TX",78666,UNITED STATES,320253100368692471,Restaurant-Bar & Café
11/03/2025,WALMART.COM         WALMART.COM         AR,78.14,"WJ3JSR923D1 800-925-6278
WALMART.COM
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-925-6278",WALMART.COM         WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320253070283666289,Merchandise & Supplies-Internet Purchase
11/02/2025,A&A APPLIANCE LEASINROUND ROCK          TX,35.56,"CH_3SOZFFDP +15125376250
A&A APPLIANCE LEASING
ROUND ROCK
TX
+15125376250",A&A APPLIANCE LEASINROUND ROCK          TX,1105 WONDER DR,"ROUND ROCK
TX",78681,UNITED STATES,320253060252872509,Merchandise & Supplies-Electronics Stores
11/02/2025,PEDERNALES ELECTRIC JOHNSON CITY        TX,191.00,"00381051    888-554-4732
PEDERNALES ELECTRIC COOP R
JOHNSON CITY
TX
Description : UTILITY PROVIDER Price : 0.00
888-554-4732",PEDERNALES ELECTRIC JOHNSON CITY        TX,"201 SOUTH AVE
F","JOHNSON CITY
TX",78636,UNITED STATES,320253070300332476,Other-Utilities
11/01/2025,WALMART.COM         WALMART.COM         AR,-4.34,"WREW1M52AHQ 800-925-6278
WALMART.COM
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-925-6278",WALMART.COM         WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320253050230158617,Merchandise & Supplies-Internet Purchase
11/01/2025,WALMART.COM         WALMART.COM         AR,-3.88,"WJ3JRSSZ2T1 800-925-6278
WALMART.COM
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-925-6278",WALMART.COM         WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320253050230206649,Merchandise & Supplies-Internet Purchase
11/01/2025,WALMART.COM         WALMART.COM         AR,-3.36,"WFQTJGXU4I5 800-925-6278
WALMART.COM
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-925-6278",WALMART.COM         WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320253050221684124,Merchandise & Supplies-Internet Purchase
10/31/2025,AUTOPAY PAYMENT - THANK YOU,-200.00,"AUTOPAY PAYMENT - THANK YOU
",AUTOPAY PAYMENT - THANK YOU,,,,,320253040190582166,
10/31/2025,AplPay H-E-B #243 00SAN MARCOS          TX,50.79,"000384202   9999999999
AplPay H-E-B #243 000000000879200
SAN MARCOS
TX
9999999999",AplPay H-E-B #243 00SAN MARCOS          TX,641 EAST HOPKINS ST,"SAN MARCOS
TX",78666,UNITED STATES,320253050224850534,Merchandise & Supplies-Groceries
10/31/2025,WALMART.COM 80092562BENTONVILLE         AR,75.76,"WDV0H1T22HM 8009256278
WALMART.COM 8009256278 09920
BENTONVILLE
AR
Description : REFER TO RECEIPT Price : 0.00
8009256278",WALMART.COM 80092562BENTONVILLE         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320253050228403551,Merchandise & Supplies-Internet Purchase
10/30/2025,AplPay APPLE.COM/BILINTERNET CHARGE     CA,1.07,"MQQ6BF3Q6TA RECORD STORE
AplPay APPLE.COM/BILL
INTERNET CHARGE
CA
RECORD STORE",AplPay APPLE.COM/BILINTERNET CHARGE     CA,"MS-3RA
12545 RIATA VISTA CIRCLE","AUSTIN
TX",78727-5205,UNITED STATES,320253030168175973,Merchandise & Supplies-Internet Purchase
10/30/2025,OPENAI              SAN FRANCISCO       CA,6.38,"CH_3SO14CC6 +14158799686
OPENAI
SAN FRANCISCO
CA
+14158799686",OPENAI              SAN FRANCISCO       CA,1455 3RD ST,"SAN FRANCISCO
CA",94158,UNITED STATES,320253030167746184,Merchandise & Supplies-Computer Supplies
10/30/2025,YSI*COUNTRY OAKS    SAN MARCOS          TX,257.38,"314580345   512-637-1689
YSI*COUNTRY OAKS
SAN MARCOS
TX
512-637-1689",YSI*COUNTRY OAKS    SAN MARCOS          TX,"500 NORTH CAPITAL OF TEXAS HWY
BLDG 7","AUSTIN
TX",78746,UNITED STATES,320253030166353687,Business Services-Other Services
10/28/2025,WALMART.COM         WALMART.COM         AR,56.24,"WF5B9YQ7MO1 800-925-6278
WALMART.COM
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-925-6278",WALMART.COM         WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320253010113777577,Merchandise & Supplies-Internet Purchase
10/27/2025,UBER,31.48,"NMBS1Z50   BSU37SIY         78666
Uber Trip
help.uber.com
CA
BSU37SIY         78666",Uber Trip           help.uber.com       CA,"1455 MARKET ST
4TH FLOOR","SAN FRANCISCO
CA",94103,UNITED STATES,320253000088256664,Transportation-Taxis & Coach
10/26/2025,FACTORY AI          SAN FRANCISCO       CA,20.00,"CH_3SMUX4AC +14088868546
FACTORY AI
SAN FRANCISCO
CA
+14088868546",FACTORY AI          SAN FRANCISCO       CA,"410 TOWNSEND ST
STE 100","SAN FRANCISCO
CA",94107,UNITED STATES,320252990055583948,Merchandise & Supplies-Computer Supplies
10/26/2025,VISIBLE             LONE TREE           CO,25.00,"J704YN8S    8663313527
VISIBLE
LONE TREE
CO
8663313527",VISIBLE             LONE TREE           CO,10000 PARK MDWS DR,"LONE TREE
CO",80124,UNITED STATES,320252990060741455,Communications-Mobile Telecom
10/24/2025,AplPay CHIPOTLE 1028SAN MARCOS          TX,21.49,"016254      512-392-7577
AplPay CHIPOTLE 1028 1028
SAN MARCOS
TX
Description : FAST FOOD RESTAURAN Price : 0.00
512-392-7577",AplPay CHIPOTLE 1028SAN MARCOS          TX,401 NORTH LBJ DR,"SAN MARCOS
TX",78666-5722,UNITED STATES,320252980041336346,Restaurant-Bar & Café
10/24/2025,AplPay H-E-B #455 00SAN MARCOS          TX,7.43,"000080213   9999999999
AplPay H-E-B #455 000000000879355
SAN MARCOS
TX
9999999999",AplPay H-E-B #455 00SAN MARCOS          TX,200 WEST HOPKINS ST,"SAN MARCOS
TX",78666,UNITED STATES,320252980030551637,Merchandise & Supplies-Groceries
10/24/2025,CLAUDE.AI SUBSCRIPTISAN FRANCISCO       CA,21.32,"CH_3SLWZLAC +14152360599
CLAUDE.AI SUBSCRIPTION
SAN FRANCISCO
CA
+14152360599",CLAUDE.AI SUBSCRIPTISAN FRANCISCO       CA,731 SANSOME ST,"SAN FRANCISCO
CA",94111,UNITED STATES,320252980046102967,Merchandise & Supplies-Computer Supplies
10/23/2025,AplPay APPLE.COM/BILINTERNET CHARGE     CA,0.99,"MQQ6BTKWN8A RECORD STORE
AplPay APPLE.COM/BILL
INTERNET CHARGE
CA
RECORD STORE",AplPay APPLE.COM/BILINTERNET CHARGE     CA,"MS-3RA
12545 RIATA VISTA CIRCLE","AUSTIN
TX",78727-5205,UNITED STATES,320252970010781038,Merchandise & Supplies-Internet Purchase
10/20/2025,WALMART.COM         WALMART.COM         AR,45.91,"WPPOIS0XJNN 800-925-6278
WALMART.COM
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-925-6278",WALMART.COM         WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320252930884963709,Merchandise & Supplies-Internet Purchase
10/19/2025,AplPay APPLE.COM/BILINTERNET CHARGE     CA,14.05,"MQQ698W42MA RECORD STORE
AplPay APPLE.COM/BILL
INTERNET CHARGE
CA
RECORD STORE",AplPay APPLE.COM/BILINTERNET CHARGE     CA,"MS-3RA
12545 RIATA VISTA CIRCLE","AUSTIN
TX",78727-5205,UNITED STATES,320252920861789788,Merchandise & Supplies-Internet Purchase
10/16/2025,OBSIDIAN.MD         OAKVILLE,5.00,"CH_3SIOMRLF +12262203323
OBSIDIAN.MD
OAKVILLE
+12262203323",OBSIDIAN.MD         OAKVILLE,"115 GEORGE ST
SUITE 350","OAKVILLE
ON",L6J 0A2,CANADA,320252890770637193,Merchandise & Supplies-Internet Purchase
10/15/2025,AplPay H-E-B #455 00SAN MARCOS          TX,8.70,"000962172   9999999999
AplPay H-E-B #455 000000000879355
SAN MARCOS
TX
9999999999",AplPay H-E-B #455 00SAN MARCOS          TX,200 WEST HOPKINS ST,"SAN MARCOS
TX",78666,UNITED STATES,320252890771976570,Merchandise & Supplies-Groceries
10/15/2025,MIDJOURNEY INC.     SOUTH SAN FRANCISCO CA,10.64,"CH_3SIG7BJA +16503794800
MIDJOURNEY INC.
SOUTH SAN FRANCISCO
CA
+16503794800",MIDJOURNEY INC.     SOUTH SAN FRANCISCO CA,"611 GTWY BLVD
SUITE 120","SOUTH SAN FRANCISCO
CA",94080,UNITED STATES,320252890784330477,Merchandise & Supplies-Computer Supplies
10/12/2025,NOTIFY.CAREERS      RANCHO PALOS VERDES CA,5.00,"CH_3SHYELCQ +14249036354
NOTIFY.CAREERS
RANCHO PALOS VERDES
CA
+14249036354",NOTIFY.CAREERS      RANCHO PALOS VERDES CA,6212 LOCHVALE DR,"RANCHO PALOS VERDES
CA",90275,UNITED STATES,320252860696475026,Merchandise & Supplies-Internet Purchase
10/12/2025,WALMART.COM         WALMART.COM         AR,-4.07,"WB0G5PP094V 800-925-6278
WALMART.COM
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-925-6278",WALMART.COM         WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320252850661811346,Merchandise & Supplies-Internet Purchase
10/12/2025,WALMART.COM         WALMART.COM         AR,-3.97,"WD9HHOS68YM 800-925-6278
WALMART.COM
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-925-6278",WALMART.COM         WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320252850661797896,Merchandise & Supplies-Internet Purchase
10/12/2025,WALMART.COM         WALMART.COM         AR,-3.46,"W5JN7DRT8YO 800-925-6278
WALMART.COM
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-925-6278",WALMART.COM         WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320252850661791220,Merchandise & Supplies-Internet Purchase
10/12/2025,WALMART.COM         WALMART.COM         AR,65.62,"W35N8O1VDHJ 800-925-6278
WALMART.COM
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-925-6278",WALMART.COM         WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320252850660217132,Merchandise & Supplies-Internet Purchase
10/11/2025,MOBILE PAYMENT - THANK YOU,-1000.00,"MOBILE PAYMENT - THANK YOU
",MOBILE PAYMENT - THANK YOU,,,,,320252850627113308,
10/11/2025,STRIPE-Z.AI         SINGAPORE           SG,6.00,"CH_3SH03ORP +8618600608944
STRIPE-Z.AI
SINGAPORE
SG
+8618600608944",STRIPE-Z.AI         SINGAPORE           SG,10 ANSON ROAD 26-03 INTERNATIONAL PLA,SINGAPORE,079903,SINGAPORE,320252840638641954,Merchandise & Supplies-Computer Supplies
10/10/2025,WALMART.COM         WALMART.COM         AR,52.21,"W1TOHNOM3BE 800-925-6278
WALMART.COM
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-925-6278",WALMART.COM         WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320252830604202592,Merchandise & Supplies-Internet Purchase
10/08/2025,AplPay H-E-B #455 00SAN MARCOS          TX,14.79,"000346183   9999999999
AplPay H-E-B #455 000000000879355
SAN MARCOS
TX
9999999999",AplPay H-E-B #455 00SAN MARCOS          TX,200 WEST HOPKINS ST,"SAN MARCOS
TX",78666,UNITED STATES,320252820572667220,Merchandise & Supplies-Groceries
10/06/2025,AplPay TARGET       SAN MARCOS          TX,1.39,"001607546   612-3044357
AplPay TARGET        033357 09100033357
SAN MARCOS
TX
Description : SEE INVOICE Price : 0.0139
612-3044357",AplPay TARGET       SAN MARCOS          TX,"SUITE 200
101 CONCHO STREET","SAN MARCOS
TX",78666,UNITED STATES,320252790485487264,Merchandise & Supplies-Wholesale Stores
10/05/2025,WALMART.COM         WALMART.COM         AR,4.49,"WDL1V71EBL0 800-925-6278
WALMART.COM
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-925-6278",WALMART.COM         WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320252780463239610,Merchandise & Supplies-Internet Purchase
10/05/2025,WALMART.COM         WALMART.COM         AR,50.31,"WTM8FB3KBLK 800-925-6278
WALMART.COM
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-925-6278",WALMART.COM         WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320252780463235816,Merchandise & Supplies-Internet Purchase
10/04/2025,AplPay NEPALI INDIANFORT WORTH          TX,3.24,"85426235278 817-923-1221
AplPay NEPALI INDIAN BAZAAR
FORT WORTH
TX
817-923-1221",AplPay NEPALI INDIANFORT WORTH          TX,3728 BASSWOOD BLVD,"FORT WORTH
TX",76137-1346,UNITED STATES,320252780480307498,Merchandise & Supplies-Groceries
10/04/2025,UBER,19.12,"EDH47K27   KEPYEXIT         76179
Uber Trip
help.uber.com
CA
KEPYEXIT         76179",Uber Trip           help.uber.com       CA,"1455 MARKET ST
4TH FLOOR","SAN FRANCISCO
CA",94103,UNITED STATES,320252770437178006,Transportation-Taxis & Coach
10/04/2025,UBER,20.37,"9RFPCXG4   FPZN3FSY         76021
Uber Trip
help.uber.com
CA
FPZN3FSY         76021",Uber Trip           help.uber.com       CA,"1455 MARKET ST
4TH FLOOR","SAN FRANCISCO
CA",94103,UNITED STATES,320252770436245906,Transportation-Taxis & Coach
10/02/2025,A&A APPLIANCE LEASINROUND ROCK          TX,35.56,"CH_3SDKUFDP +15125376250
A&A APPLIANCE LEASING
ROUND ROCK
TX
+15125376250",A&A APPLIANCE LEASINROUND ROCK          TX,1105 WONDER DR,"ROUND ROCK
TX",78681,UNITED STATES,320252750376332725,Merchandise & Supplies-Electronics Stores
10/02/2025,PEDERNALES ELECTRIC JOHNSON CITY        TX,206.00,"00141238    888-554-4732
PEDERNALES ELECTRIC COOP R
JOHNSON CITY
TX
Description : UTILITY PROVIDER Price : 0.00
888-554-4732",PEDERNALES ELECTRIC JOHNSON CITY        TX,"201 SOUTH AVE
F","JOHNSON CITY
TX",78636,UNITED STATES,320252760417290037,Other-Utilities
10/01/2025,AplPay APPLE.COM/BILINTERNET CHARGE     CA,-18.04,"MQQ67WLWKGR RECORD STORE
AplPay APPLE.COM/BILL
INTERNET CHARGE
CA
RECORD STORE",AplPay APPLE.COM/BILINTERNET CHARGE     CA,"MS-3RA
12545 RIATA VISTA CIRCLE","AUSTIN
TX",78727-5205,UNITED STATES,320252750373093912,Merchandise & Supplies-Internet Purchase
10/01/2025,AplPay APPLE.COM/BILINTERNET CHARGE     CA,238.14,"MQQ67WLWKGA RECORD STORE
AplPay APPLE.COM/BILL
INTERNET CHARGE
CA
RECORD STORE",AplPay APPLE.COM/BILINTERNET CHARGE     CA,"MS-3RA
12545 RIATA VISTA CIRCLE","AUSTIN
TX",78727-5205,UNITED STATES,320252740342503662,Merchandise & Supplies-Internet Purchase
10/01/2025,AplPay TARGET       SAN MARCOS          TX,19.95,"000715220   612-3044357
AplPay TARGET        033357 09100033357
SAN MARCOS
TX
Description : SEE INVOICE Price : 0.1995
612-3044357",AplPay TARGET       SAN MARCOS          TX,"SUITE 200
101 CONCHO STREET","SAN MARCOS
TX",78666,UNITED STATES,320252740336468992,Merchandise & Supplies-Wholesale Stores
09/30/2025,YSI*COUNTRY OAKS    SAN MARCOS          TX,257.38,"310400584   512-637-1689
YSI*COUNTRY OAKS
SAN MARCOS
TX
512-637-1689",YSI*COUNTRY OAKS    SAN MARCOS          TX,"500 NORTH CAPITAL OF TEXAS HWY
BLDG 7","AUSTIN
TX",78746,UNITED STATES,320252730312479976,Business Services-Other Services
09/28/2025,AplPay THECUT INC* 9NEW BRAUNFELS       TX,29.95,"CH_3SCXDHAF +12026811638
AplPay THECUT INC* 97CV4QQE
NEW BRAUNFELS
TX
+12026811638",AplPay THECUT INC* 9NEW BRAUNFELS       TX,2610 LIONS DEN,"NEW BRAUNFELS
TX",78132,UNITED STATES,320252730313163441,Business Services-Other Services
09/26/2025,AplPay H-E-B #243 00SAN MARCOS          TX,13.19,"000165948   9999999999
AplPay H-E-B #243 000000000879200
SAN MARCOS
TX
9999999999",AplPay H-E-B #243 00SAN MARCOS          TX,641 EAST HOPKINS ST,"SAN MARCOS
TX",78666,UNITED STATES,320252700233435070,Merchandise & Supplies-Groceries
09/26/2025,AplPay TST* KUMO 002SAN MARCOS          TX,22.34,"21105175270 RESTAURANT
AplPay TST* KUMO 00239183
SAN MARCOS
TX
RESTAURANT",AplPay TST* KUMO 002SAN MARCOS          TX,312 UNIVERSITY DR,"SAN MARCOS
TX",78666,UNITED STATES,320252700237931930,Restaurant-Restaurant
09/26/2025,VISIBLE             LONE TREE           CO,25.00,"KN0DN90Y    8663313527
VISIBLE
LONE TREE
CO
8663313527",VISIBLE             LONE TREE           CO,10000 PARK MDWS DR,"LONE TREE
CO",80124,UNITED STATES,320252690203893060,Communications-Mobile Telecom
09/26/2025,WALMART.COM         WALMART.COM         AR,63.59,"WG5NI9MM6N5 800-925-6278
WALMART.COM
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-925-6278",WALMART.COM         WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320252690203038384,Merchandise & Supplies-Internet Purchase
09/24/2025,CLAUDE.AI SUBSCRIPTISAN FRANCISCO       CA,21.32,"CH_3SB4GEAC +14152360599
CLAUDE.AI SUBSCRIPTION
SAN FRANCISCO
CA
+14152360599",CLAUDE.AI SUBSCRIPTISAN FRANCISCO       CA,731 SANSOME ST,"SAN FRANCISCO
CA",94111,UNITED STATES,320252680186669123,Merchandise & Supplies-Computer Supplies
09/23/2025,AplPay APPLE.COM/BILINTERNET CHARGE     CA,0.99,"MQQ67KY31JA RECORD STORE
AplPay APPLE.COM/BILL
INTERNET CHARGE
CA
RECORD STORE",AplPay APPLE.COM/BILINTERNET CHARGE     CA,"MS-3RA
12545 RIATA VISTA CIRCLE","AUSTIN
TX",78727-5205,UNITED STATES,320252660113455458,Merchandise & Supplies-Internet Purchase
09/23/2025,AplPay APPLE.COM/BILINTERNET CHARGE     CA,2.14,"MQQ66J3F8MA RECORD STORE
AplPay APPLE.COM/BILL
INTERNET CHARGE
CA
RECORD STORE",AplPay APPLE.COM/BILINTERNET CHARGE     CA,"MS-3RA
12545 RIATA VISTA CIRCLE","AUSTIN
TX",78727-5205,UNITED STATES,320252660113266645,Merchandise & Supplies-Internet Purchase
09/23/2025,AplPay LYFT         855-280-0278        CA,6.80,"CH_2SAIMWJB2131545853951460494104
AplPay LYFT
855-280-0278
CA
2131545853951460494
2131545853951460494104",AplPay LYFT         855-280-0278        CA,185 BERRY ST STE 5000,"SAN FRANCISCO
CA",94107,UNITED STATES,320252670157645862,Transportation-Taxis & Coach
09/23/2025,AplPay TARGET       SAN MARCOS          TX,1.39,"001629686   612-3044357
AplPay TARGET        033357 09100033357
SAN MARCOS
TX
Description : SEE INVOICE Price : 0.0139
612-3044357",AplPay TARGET       SAN MARCOS          TX,"SUITE 200
101 CONCHO STREET","SAN MARCOS
TX",78666,UNITED STATES,320252670156893814,Merchandise & Supplies-Wholesale Stores
09/23/2025,REGERY* GTSC        LONDON              GB,50.74,"CH_3SAARGES +380984440167
REGERY* GTSC
LONDON
GB
+380984440167",REGERY* GTSC        LONDON              GB,128 CITY ROAD,"LONDON
ENG",EC1V,UNITED KINGDOM OF GB AND NI,320252660117326029,Communications-Cable & Internet Comm
09/23/2025,UBER,4.57,"NG4PK9Q0   SXQPWZ5C         78666
Uber Trip
help.uber.com
CA
SXQPWZ5C         78666",Uber Trip           help.uber.com       CA,"1455 MARKET ST
4TH FLOOR","SAN FRANCISCO
CA",94103,UNITED STATES,320252660119955423,Transportation-Taxis & Coach
09/22/2025,WOK & ROLL RESTAURANSAN MARCOS          TX,57.16,"34800052    512-410-1917
WOK & ROLL RESTAURANT 0000
SAN MARCOS
TX
Description : FOOD/BEVERAGE Price : 0.00
512-410-1917",WOK & ROLL RESTAURANSAN MARCOS          TX,812 SOUTH GUADALUPE ST,"SAN MARCOS
TX",78666,UNITED STATES,320252660123514839,Restaurant-Restaurant
09/20/2025,WALMART.COM 80092562BENTONVILLE         AR,64.94,"WMHVCXNK2MU 8009256278
WALMART.COM 8009256278 09920
BENTONVILLE
AR
Description : REFER TO RECEIPT Price : 0.00
8009256278",WALMART.COM 80092562BENTONVILLE         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320252630030047202,Merchandise & Supplies-Internet Purchase
09/19/2025,CLOUDFLARE          SAN FRANCISCO       CA,12.20,"CH_3S9ITVCM +18889935273
CLOUDFLARE
SAN FRANCISCO
CA
+18889935273",CLOUDFLARE          SAN FRANCISCO       CA,101 TOWNSEND ST,"SAN FRANCISCO
CA",94107,UNITED STATES,320252630048704737,Other-Miscellaneous
09/19/2025,MOBILE PAYMENT - THANK YOU,-1500.00,"MOBILE PAYMENT - THANK YOU
",MOBILE PAYMENT - THANK YOU,,,,,320252620998449288,
09/17/2025,AplPay TARGET       SAN MARCOS          TX,1.39,"001610190   612-3044357
AplPay TARGET        033357 09100033357
SAN MARCOS
TX
Description : SEE INVOICE Price : 0.0139
612-3044357",AplPay TARGET       SAN MARCOS          TX,"SUITE 200
101 CONCHO STREET","SAN MARCOS
TX",78666,UNITED STATES,320252610992223749,Merchandise & Supplies-Wholesale Stores
09/15/2025,OBSIDIAN.MD         OAKVILLE,5.00,"CH_3S7L1KLF +12262203323
OBSIDIAN.MD
OAKVILLE
+12262203323",OBSIDIAN.MD         OAKVILLE,"115 GEORGE ST
SUITE 350","OAKVILLE
ON",L6J 0A2,CANADA,320252590934945079,Merchandise & Supplies-Internet Purchase
09/14/2025,WALMART.COM         WALMART.COM         AR,80.71,"W2VOJO346U9 800-925-6278
WALMART.COM
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-925-6278",WALMART.COM         WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320252570876245379,Merchandise & Supplies-Internet Purchase
09/13/2025,FAL.AI              SAN FRANCISCO       CA,10.00,"CH_3S763EGU +14153479461
FAL.AI
SAN FRANCISCO
CA
+14153479461",FAL.AI              SAN FRANCISCO       CA,"2261 MARKET ST
SUITE 10467","SAN FRANCISCO
CA",94114,UNITED STATES,320252570881169970,Merchandise & Supplies-Computer Supplies
09/12/2025,UNITED AIRLINES     HOUSTON             TX,1483.91,"25591011    WWW.UNITED.COM
PASSENGER TICKET
UNITED AIRLINES
HOUSTON
TX
Carrier : UNITED AIRLINES
Passenger Name : ADHIKARI/SAKSHAM
Ticket Number : 01623314144970
Departure Day : 12/09
Additional Info : PASSENGER TICKET
From : AUSTIN ROBERT MUEL
To : SAN FRANCISCO INTL
From : SAN FRANCISCO INTL
To : HONG KONG INTERNAT
From : HONG KONG INTERNAT
To : KATHMANDU
From : KATHMANDU
To : AUSTIN ROBERT MUEL",UNITED AIRLINES     HOUSTON             TX,"HSCAC - 12TH
FLOOR 609 MAIN STREET","HOUSTON
TX",77002,UNITED STATES,320252560845309731,Travel-Airline
09/11/2025,STRIPE-Z.AI         SINGAPORE           SG,3.00,"CH_3S5QGMRP +8618600608944
STRIPE-Z.AI
SINGAPORE
SG
",STRIPE-Z.AI         SINGAPORE           SG,10 ANSON ROAD 26-03 INTERNATIONAL PLA,SINGAPORE,079903,SINGAPORE,320252530771227285,Merchandise & Supplies-Computer Supplies
